atsp\ry48p.atsp,20,20,0.7,0.7,21524,6.12025
atsp\ry48p.atsp,20,20,0.7,0.5,20162,6.66759
atsp\ry48p.atsp,20,20,0.7,0.3,21702,7.35189
atsp\ry48p.atsp,20,20,0.5,0.7,21560,4.68871
atsp\ry48p.atsp,20,20,0.5,0.5,22621,4.25533
atsp\ry48p.atsp,20,20,0.5,0.3,22556,4.42976
atsp\ry48p.atsp,20,20,0.3,0.7,22771,3.46076
atsp\ry48p.atsp,20,20,0.3,0.5,24932,3.14367
atsp\ry48p.atsp,20,20,0.3,0.3,22804,2.86124
atsp\br17.atsp,20,20,0.7,0.7,39,3.09968
atsp\br17.atsp,20,20,0.7,0.5,39,3.23204
atsp\br17.atsp,20,20,0.7,0.3,39,3.88223
atsp\br17.atsp,20,20,0.5,0.7,39,2.59204
atsp\br17.atsp,20,20,0.5,0.5,39,2.76129
atsp\br17.atsp,20,20,0.5,0.3,40,2.29181
atsp\br17.atsp,20,20,0.3,0.7,39,1.34919
atsp\br17.atsp,20,20,0.3,0.5,39,1.30834
atsp\br17.atsp,20,20,0.3,0.3,39,1.43848
atsp\ry48p.atsp,20,20,0.7,0.7,19589,6.63567
atsp\ry48p.atsp,20,20,0.7,0.5,20933,7.70772
atsp\ry48p.atsp,20,20,0.7,0.3,21623,7.37197
atsp\ry48p.atsp,20,20,0.5,0.7,21871,4.85015
atsp\ry48p.atsp,20,20,0.5,0.5,22907,4.22772
atsp\ry48p.atsp,20,20,0.5,0.3,24037,5.12769
atsp\ry48p.atsp,20,20,0.3,0.7,22685,2.50493
atsp\ry48p.atsp,20,20,0.3,0.5,24364,2.97721
atsp\ry48p.atsp,20,20,0.3,0.3,24577,2.73066
atsp\br17.atsp,20,20,0.7,0.7,39,3.57931
atsp\br17.atsp,20,20,0.7,0.5,39,3.52236
atsp\br17.atsp,20,20,0.7,0.3,39,3.59588
atsp\br17.atsp,20,20,0.5,0.7,39,2.59407
atsp\br17.atsp,20,20,0.5,0.5,39,1.96955
atsp\br17.atsp,20,20,0.5,0.3,39,2.41252
atsp\br17.atsp,20,20,0.3,0.7,39,1.22092
atsp\br17.atsp,20,20,0.3,0.5,39,1.7642
atsp\br17.atsp,20,20,0.3,0.3,39,1.52866
atsp\ry48p.atsp,20,20,0.7,0.7,19273,6.41741
atsp\ry48p.atsp,20,20,0.7,0.5,21246,6.11491
atsp\ry48p.atsp,20,20,0.7,0.3,20822,5.74799
atsp\ry48p.atsp,20,20,0.5,0.7,22451,4.56601
atsp\ry48p.atsp,20,20,0.5,0.5,23786,4.36867
atsp\ry48p.atsp,20,20,0.5,0.3,22620,4.28972
atsp\ry48p.atsp,20,20,0.3,0.7,24312,2.58033
atsp\ry48p.atsp,20,20,0.3,0.5,26145,2.63762
atsp\ry48p.atsp,20,20,0.3,0.3,22856,2.55074
atsp\br17.atsp,20,20,0.7,0.7,39,2.91096
atsp\br17.atsp,20,20,0.7,0.5,39,2.97437
atsp\br17.atsp,20,20,0.7,0.3,39,2.84367
atsp\br17.atsp,20,20,0.5,0.7,40,2.12293
atsp\br17.atsp,20,20,0.5,0.5,39,2.01352
atsp\br17.atsp,20,20,0.5,0.3,39,2.11474
atsp\br17.atsp,20,20,0.3,0.7,39,1.23082
atsp\br17.atsp,20,20,0.3,0.5,39,1.1972
atsp\br17.atsp,20,20,0.3,0.3,39,1.19576
atsp\br17.atsp,20,1,0.7,0.7,81,3.42088
atsp\br17.atsp,20,1,0.7,0.5,87,3.8183
atsp\br17.atsp,20,1,0.7,0.3,84,3.49806
atsp\br17.atsp,20,1,0.5,0.7,94,2.62398
atsp\br17.atsp,20,1,0.5,0.5,92,2.4589
atsp\br17.atsp,20,1,0.5,0.3,110,2.61188
atsp\br17.atsp,20,1,0.3,0.7,54,1.58776
