tsp\pr439.tsp,20,20,0.7,0.3,1339704
tsp\pr439.tsp,20,20,0.5,0.7,1343036
tsp\pr439.tsp,20,20,0.5,0.5,1389752
tsp\pr439.tsp,20,20,0.5,0.3,1371470
tsp\pr439.tsp,20,20,0.3,0.7,1437799
tsp\pr439.tsp,20,20,0.3,0.5,1433490
tsp\pr439.tsp,20,20,0.3,0.3,1435463
atsp\br17.atsp,20,20,0.7,0.7,39
atsp\br17.atsp,20,20,0.7,0.5,39
atsp\br17.atsp,20,20,0.7,0.3,39
atsp\br17.atsp,20,20,0.5,0.7,41
atsp\br17.atsp,20,20,0.5,0.5,40
atsp\br17.atsp,20,20,0.5,0.3,41
atsp\br17.atsp,20,20,0.3,0.7,39
atsp\br17.atsp,20,20,0.3,0.5,39
atsp\br17.atsp,20,20,0.3,0.3,44
tsp\berlin52.tsp,20,20,0.7,0.7,7541
tsp\berlin52.tsp,20,20,0.7,0.5,8403
tsp\berlin52.tsp,20,20,0.7,0.3,7128
tsp\berlin52.tsp,20,20,0.5,0.7,7327
tsp\berlin52.tsp,20,20,0.5,0.5,9028
tsp\berlin52.tsp,20,20,0.5,0.3,8754
tsp\berlin52.tsp,20,20,0.3,0.7,11131
tsp\berlin52.tsp,20,20,0.3,0.5,8429
tsp\berlin52.tsp,20,20,0.3,0.3,9760
atsp\br17.atsp,20,20,0.7,0.7,39
atsp\br17.atsp,20,20,0.7,0.5,39
atsp\br17.atsp,20,20,0.7,0.3,39
atsp\br17.atsp,20,20,0.5,0.7,39
atsp\br17.atsp,20,20,0.5,0.5,40
atsp\br17.atsp,20,20,0.5,0.3,39
atsp\br17.atsp,20,20,0.3,0.7,41
atsp\br17.atsp,20,20,0.3,0.5,40
atsp\br17.atsp,20,20,0.3,0.3,39
tsp\berlin52.tsp,20,20,0.7,0.7,8431
tsp\berlin52.tsp,20,20,0.7,0.5,7092
tsp\berlin52.tsp,20,20,0.7,0.3,8247
tsp\berlin52.tsp,20,20,0.5,0.7,9123
tsp\berlin52.tsp,20,20,0.5,0.5,7639
tsp\berlin52.tsp,20,20,0.5,0.3,8828
tsp\berlin52.tsp,20,20,0.3,0.7,9138
tsp\berlin52.tsp,20,20,0.3,0.5,10853
tsp\berlin52.tsp,20,20,0.3,0.3,9166
